efta,justice_gov_url,dataset,original_size,scan_size,diff_bytes,diff_pct,content_type,ocr_text
EFTA02038112,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02038112.pdf,10,67921,66037,-1884,-2.77,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02038112&efta_number=EFTA02038112
EFTA02421302,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02421302.pdf,11,272838,270954,-1884,-0.69,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02421302&efta_number=EFTA02421302
EFTA02667764,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02667764.pdf,11,97366,95482,-1884,-1.93,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02667764&efta_number=EFTA02667764
EFTA00995449,https://www.justice.gov/epstein/files/DataSet%209/EFTA00995449.pdf,9,61561,59678,-1883,-3.06,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00995449&efta_number=EFTA00995449
EFTA02295888,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02295888.pdf,11,140483,138600,-1883,-1.34,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02295888&efta_number=EFTA02295888
EFTA02296849,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02296849.pdf,11,13933,12050,-1883,-13.51,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02296849&efta_number=EFTA02296849
EFTA02296851,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02296851.pdf,11,14114,12231,-1883,-13.34,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02296851&efta_number=EFTA02296851
EFTA01771349,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01771349.pdf,10,19059,17177,-1882,-9.87,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01771349&efta_number=EFTA01771349
EFTA01798648,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01798648.pdf,10,27352,25470,-1882,-6.88,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01798648&efta_number=EFTA01798648
EFTA01880770,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01880770.pdf,10,159352,157470,-1882,-1.18,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01880770&efta_number=EFTA01880770
EFTA01890702,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01890702.pdf,10,116825,114943,-1882,-1.61,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01890702&efta_number=EFTA01890702
EFTA01992146,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01992146.pdf,10,40882,42764,1882,4.60,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01992146&efta_number=EFTA01992146
EFTA00720258,https://www.justice.gov/epstein/files/DataSet%209/EFTA00720258.pdf,9,40472,38591,-1881,-4.65,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00720258&efta_number=EFTA00720258
EFTA01357736,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01357736.pdf,10,182062,180181,-1881,-1.03,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01357736&efta_number=EFTA01357736
EFTA01803553,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01803553.pdf,10,82824,80943,-1881,-2.27,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01803553&efta_number=EFTA01803553
EFTA02552728,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02552728.pdf,11,51534,49653,-1881,-3.65,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02552728&efta_number=EFTA02552728
EFTA02595157,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02595157.pdf,11,129338,127457,-1881,-1.45,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02595157&efta_number=EFTA02595157
EFTA01980108,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01980108.pdf,10,207545,205665,-1880,-0.91,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01980108&efta_number=EFTA01980108
EFTA02425881,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02425881.pdf,11,97476,95596,-1880,-1.93,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02425881&efta_number=EFTA02425881
EFTA02069944,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02069944.pdf,10,59144,57265,-1879,-3.18,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02069944&efta_number=EFTA02069944
EFTA01886231,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01886231.pdf,10,320240,318362,-1878,-0.59,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01886231&efta_number=EFTA01886231
EFTA01997552,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01997552.pdf,10,118095,116217,-1878,-1.59,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01997552&efta_number=EFTA01997552
EFTA00925030,https://www.justice.gov/epstein/files/DataSet%209/EFTA00925030.pdf,9,144283,142406,-1877,-1.30,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00925030&efta_number=EFTA00925030
EFTA01620278,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01620278.pdf,10,117518,115642,-1876,-1.60,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01620278&efta_number=EFTA01620278
EFTA01952790,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01952790.pdf,10,55972,54096,-1876,-3.35,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01952790&efta_number=EFTA01952790
EFTA01054443,https://www.justice.gov/epstein/files/DataSet%209/EFTA01054443.pdf,9,99753,97878,-1875,-1.88,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01054443&efta_number=EFTA01054443
EFTA01995532,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01995532.pdf,10,225332,223457,-1875,-0.83,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01995532&efta_number=EFTA01995532
EFTA00345974,https://www.justice.gov/epstein/files/DataSet%209/EFTA00345974.pdf,9,193042,191168,-1874,-0.97,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00345974&efta_number=EFTA00345974
EFTA00993890,https://www.justice.gov/epstein/files/DataSet%209/EFTA00993890.pdf,9,54995,53121,-1874,-3.41,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00993890&efta_number=EFTA00993890
EFTA02529259,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02529259.pdf,11,130535,128661,-1874,-1.44,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02529259&efta_number=EFTA02529259
EFTA00092643,https://www.justice.gov/epstein/files/DataSet%209/EFTA00092643.pdf,9,298304,300177,1873,0.63,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00092643&efta_number=EFTA00092643
EFTA01805397,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01805397.pdf,10,64504,62631,-1873,-2.90,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01805397&efta_number=EFTA01805397
EFTA00472156,https://www.justice.gov/epstein/files/DataSet%209/EFTA00472156.pdf,9,29823,31695,1872,6.28,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00472156&efta_number=EFTA00472156
EFTA01746932,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01746932.pdf,10,67594,65722,-1872,-2.77,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01746932&efta_number=EFTA01746932
EFTA02267600,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02267600.pdf,11,887156,885284,-1872,-0.21,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02267600&efta_number=EFTA02267600
EFTA01794669,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01794669.pdf,10,60389,58518,-1871,-3.10,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01794669&efta_number=EFTA01794669
EFTA01796826,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01796826.pdf,10,49899,48028,-1871,-3.75,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01796826&efta_number=EFTA01796826
EFTA02327541,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02327541.pdf,11,33995,32124,-1871,-5.50,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02327541&efta_number=EFTA02327541
EFTA02549574,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02549574.pdf,11,22915,21044,-1871,-8.16,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02549574&efta_number=EFTA02549574
EFTA02679628,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02679628.pdf,11,294178,292307,-1871,-0.64,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02679628&efta_number=EFTA02679628
EFTA00921641,https://www.justice.gov/epstein/files/DataSet%209/EFTA00921641.pdf,9,90480,88610,-1870,-2.07,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00921641&efta_number=EFTA00921641
EFTA01862196,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01862196.pdf,10,60057,58187,-1870,-3.11,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01862196&efta_number=EFTA01862196
EFTA01936208,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01936208.pdf,10,23445,21575,-1870,-7.98,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01936208&efta_number=EFTA01936208
EFTA00560521,https://www.justice.gov/epstein/files/DataSet%209/EFTA00560521.pdf,9,43644,41775,-1869,-4.28,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00560521&efta_number=EFTA00560521
EFTA00995275,https://www.justice.gov/epstein/files/DataSet%209/EFTA00995275.pdf,9,171089,169220,-1869,-1.09,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00995275&efta_number=EFTA00995275
EFTA02150659,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02150659.pdf,10,64845,62976,-1869,-2.88,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02150659&efta_number=EFTA02150659
EFTA00878563,https://www.justice.gov/epstein/files/DataSet%209/EFTA00878563.pdf,9,144231,142364,-1867,-1.29,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00878563&efta_number=EFTA00878563
EFTA01889333,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01889333.pdf,10,95207,93340,-1867,-1.96,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01889333&efta_number=EFTA01889333
EFTA01879450,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01879450.pdf,10,203447,201581,-1866,-0.92,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01879450&efta_number=EFTA01879450
EFTA00472250,https://www.justice.gov/epstein/files/DataSet%209/EFTA00472250.pdf,9,185505,183640,-1865,-1.01,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00472250&efta_number=EFTA00472250
EFTA00479335,https://www.justice.gov/epstein/files/DataSet%209/EFTA00479335.pdf,9,63950,65815,1865,2.92,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00479335&efta_number=EFTA00479335
EFTA01779764,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01779764.pdf,10,882921,881056,-1865,-0.21,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01779764&efta_number=EFTA01779764
EFTA01798331,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01798331.pdf,10,139221,137356,-1865,-1.34,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01798331&efta_number=EFTA01798331
EFTA00690626,https://www.justice.gov/epstein/files/DataSet%209/EFTA00690626.pdf,9,38031,36167,-1864,-4.90,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00690626&efta_number=EFTA00690626
EFTA01987702,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01987702.pdf,10,14091,12227,-1864,-13.23,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01987702&efta_number=EFTA01987702
EFTA02176089,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02176089.pdf,10,18285,20149,1864,10.19,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02176089&efta_number=EFTA02176089
EFTA02418735,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02418735.pdf,11,62664,60801,-1863,-2.97,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02418735&efta_number=EFTA02418735
EFTA00080946,https://www.justice.gov/epstein/files/DataSet%209/EFTA00080946.pdf,9,182455,180593,-1862,-1.02,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00080946&efta_number=EFTA00080946
EFTA01984911,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01984911.pdf,10,89242,87380,-1862,-2.09,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01984911&efta_number=EFTA01984911
EFTA02048779,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02048779.pdf,10,82712,84574,1862,2.25,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02048779&efta_number=EFTA02048779
EFTA02299221,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02299221.pdf,11,77127,75265,-1862,-2.41,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02299221&efta_number=EFTA02299221
EFTA02347224,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02347224.pdf,11,118912,117050,-1862,-1.57,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02347224&efta_number=EFTA02347224
EFTA02349859,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02349859.pdf,11,81481,79619,-1862,-2.29,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02349859&efta_number=EFTA02349859
EFTA01775412,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01775412.pdf,10,179662,177801,-1861,-1.04,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01775412&efta_number=EFTA01775412
EFTA01846668,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01846668.pdf,10,192338,190477,-1861,-0.97,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01846668&efta_number=EFTA01846668
EFTA01945025,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01945025.pdf,10,54321,52460,-1861,-3.43,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01945025&efta_number=EFTA01945025
EFTA01777498,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01777498.pdf,10,120906,119046,-1860,-1.54,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01777498&efta_number=EFTA01777498
EFTA01888118,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01888118.pdf,10,147574,145715,-1859,-1.26,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01888118&efta_number=EFTA01888118
EFTA02590567,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02590567.pdf,11,98525,96666,-1859,-1.89,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02590567&efta_number=EFTA02590567
EFTA01482291,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01482291.pdf,10,139750,137892,-1858,-1.33,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01482291&efta_number=EFTA01482291
EFTA02438928,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02438928.pdf,11,70904,69046,-1858,-2.62,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02438928&efta_number=EFTA02438928
EFTA02492183,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02492183.pdf,11,105370,103512,-1858,-1.76,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02492183&efta_number=EFTA02492183
EFTA02302580,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02302580.pdf,11,58909,57052,-1857,-3.15,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02302580&efta_number=EFTA02302580
EFTA02674473,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02674473.pdf,11,288669,286812,-1857,-0.64,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02674473&efta_number=EFTA02674473
EFTA01525899,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01525899.pdf,10,77044,75188,-1856,-2.41,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01525899&efta_number=EFTA01525899
EFTA01577381,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01577381.pdf,10,76678,74822,-1856,-2.42,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01577381&efta_number=EFTA01577381
EFTA01594201,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01594201.pdf,10,327834,325978,-1856,-0.57,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01594201&efta_number=EFTA01594201
EFTA01933701,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01933701.pdf,10,177208,175352,-1856,-1.05,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01933701&efta_number=EFTA01933701
EFTA01803934,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01803934.pdf,10,90251,88396,-1855,-2.06,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01803934&efta_number=EFTA01803934
EFTA02578572,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02578572.pdf,11,42247,40392,-1855,-4.39,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02578572&efta_number=EFTA02578572
EFTA02106919,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02106919.pdf,10,80964,79110,-1854,-2.29,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02106919&efta_number=EFTA02106919
EFTA00103487,https://www.justice.gov/epstein/files/DataSet%209/EFTA00103487.pdf,9,339282,341135,1853,0.55,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00103487&efta_number=EFTA00103487
EFTA02296942,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02296942.pdf,11,14082,12229,-1853,-13.16,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02296942&efta_number=EFTA02296942
EFTA02361758,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02361758.pdf,11,107131,105278,-1853,-1.73,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02361758&efta_number=EFTA02361758
EFTA02557100,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02557100.pdf,11,200088,198235,-1853,-0.93,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02557100&efta_number=EFTA02557100
EFTA00936866,https://www.justice.gov/epstein/files/DataSet%209/EFTA00936866.pdf,9,39667,37815,-1852,-4.67,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00936866&efta_number=EFTA00936866
EFTA00734418,https://www.justice.gov/epstein/files/DataSet%209/EFTA00734418.pdf,9,99180,97329,-1851,-1.87,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00734418&efta_number=EFTA00734418
EFTA00734427,https://www.justice.gov/epstein/files/DataSet%209/EFTA00734427.pdf,9,102503,100652,-1851,-1.81,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00734427&efta_number=EFTA00734427
EFTA02003295,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02003295.pdf,10,196551,194700,-1851,-0.94,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02003295&efta_number=EFTA02003295
EFTA01797477,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01797477.pdf,10,23861,22011,-1850,-7.75,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01797477&efta_number=EFTA01797477
EFTA02150491,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02150491.pdf,10,52452,54302,1850,3.53,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02150491&efta_number=EFTA02150491
EFTA02678359,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02678359.pdf,11,133554,131704,-1850,-1.39,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02678359&efta_number=EFTA02678359
EFTA02698280,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02698280.pdf,11,195047,193197,-1850,-0.95,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02698280&efta_number=EFTA02698280
EFTA00483620,https://www.justice.gov/epstein/files/DataSet%209/EFTA00483620.pdf,9,204661,202812,-1849,-0.90,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00483620&efta_number=EFTA00483620
EFTA01753992,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01753992.pdf,10,70772,68923,-1849,-2.61,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01753992&efta_number=EFTA01753992
EFTA01802043,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01802043.pdf,10,51268,49419,-1849,-3.61,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01802043&efta_number=EFTA01802043
EFTA02148641,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02148641.pdf,10,86441,84592,-1849,-2.14,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02148641&efta_number=EFTA02148641
EFTA01107189,https://www.justice.gov/epstein/files/DataSet%209/EFTA01107189.pdf,9,3221150,3222998,1848,0.06,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01107189&efta_number=EFTA01107189
EFTA01144502,https://www.justice.gov/epstein/files/DataSet%209/EFTA01144502.pdf,9,39546,37698,-1848,-4.67,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01144502&efta_number=EFTA01144502
EFTA01816249,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01816249.pdf,10,294489,292641,-1848,-0.63,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01816249&efta_number=EFTA01816249
EFTA02130954,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02130954.pdf,10,78057,76209,-1848,-2.37,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02130954&efta_number=EFTA02130954
EFTA02538466,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02538466.pdf,11,68955,67107,-1848,-2.68,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02538466&efta_number=EFTA02538466
EFTA00924555,https://www.justice.gov/epstein/files/DataSet%209/EFTA00924555.pdf,9,39798,37951,-1847,-4.64,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00924555&efta_number=EFTA00924555
EFTA01796429,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01796429.pdf,10,570397,568551,-1846,-0.32,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01796429&efta_number=EFTA01796429
EFTA01805883,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01805883.pdf,10,22871,21025,-1846,-8.07,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01805883&efta_number=EFTA01805883
EFTA02230274,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02230274.pdf,11,207492,205646,-1846,-0.89,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02230274&efta_number=EFTA02230274
EFTA02242151,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02242151.pdf,11,233905,232059,-1846,-0.79,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02242151&efta_number=EFTA02242151
EFTA02296834,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02296834.pdf,11,14162,12316,-1846,-13.03,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02296834&efta_number=EFTA02296834
EFTA02547507,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02547507.pdf,11,166110,164264,-1846,-1.11,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02547507&efta_number=EFTA02547507
EFTA02721296,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02721296.pdf,11,52142,50296,-1846,-3.54,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02721296&efta_number=EFTA02721296
EFTA00450789,https://www.justice.gov/epstein/files/DataSet%209/EFTA00450789.pdf,9,132075,133920,1845,1.40,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00450789&efta_number=EFTA00450789
EFTA02350415,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02350415.pdf,11,66868,65023,-1845,-2.76,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02350415&efta_number=EFTA02350415
EFTA01813258,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01813258.pdf,10,110297,108453,-1844,-1.67,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01813258&efta_number=EFTA01813258
EFTA02040947,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02040947.pdf,10,86025,87869,1844,2.14,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02040947&efta_number=EFTA02040947
EFTA02230209,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02230209.pdf,11,157453,155609,-1844,-1.17,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02230209&efta_number=EFTA02230209
EFTA02373349,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02373349.pdf,11,49886,48042,-1844,-3.70,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02373349&efta_number=EFTA02373349
EFTA00907452,https://www.justice.gov/epstein/files/DataSet%209/EFTA00907452.pdf,9,150574,148731,-1843,-1.22,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00907452&efta_number=EFTA00907452
EFTA02424166,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02424166.pdf,11,63166,61323,-1843,-2.92,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02424166&efta_number=EFTA02424166
EFTA02410114,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02410114.pdf,11,62351,60509,-1842,-2.95,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02410114&efta_number=EFTA02410114
EFTA02589898,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02589898.pdf,11,83890,82048,-1842,-2.20,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02589898&efta_number=EFTA02589898
EFTA00652323,https://www.justice.gov/epstein/files/DataSet%209/EFTA00652323.pdf,9,14326,12485,-1841,-12.85,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00652323&efta_number=EFTA00652323
EFTA02058959,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02058959.pdf,10,82915,84756,1841,2.22,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02058959&efta_number=EFTA02058959
EFTA02102002,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02102002.pdf,10,67072,65231,-1841,-2.74,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02102002&efta_number=EFTA02102002
EFTA02076404,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02076404.pdf,10,101989,103829,1840,1.80,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02076404&efta_number=EFTA02076404
EFTA02434562,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02434562.pdf,11,59137,57297,-1840,-3.11,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02434562&efta_number=EFTA02434562
