efta,justice_gov_url,dataset,original_size,scan_size,diff_bytes,diff_pct,content_type,ocr_text
EFTA00325014,https://www.justice.gov/epstein/files/DataSet%209/EFTA00325014.pdf,9,166896,167508,612,0.37,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00325014&efta_number=EFTA00325014
EFTA00657999,https://www.justice.gov/epstein/files/DataSet%209/EFTA00657999.pdf,9,244098,243486,-612,-0.25,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00657999&efta_number=EFTA00657999
EFTA00862095,https://www.justice.gov/epstein/files/DataSet%209/EFTA00862095.pdf,9,41341,40729,-612,-1.48,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00862095&efta_number=EFTA00862095
EFTA00931622,https://www.justice.gov/epstein/files/DataSet%209/EFTA00931622.pdf,9,25944,25332,-612,-2.36,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00931622&efta_number=EFTA00931622
EFTA01791955,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01791955.pdf,10,153304,152692,-612,-0.40,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01791955&efta_number=EFTA01791955
EFTA01815725,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01815725.pdf,10,60793,60181,-612,-1.01,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01815725&efta_number=EFTA01815725
EFTA02113247,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02113247.pdf,10,20747,21359,612,2.95,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02113247&efta_number=EFTA02113247
EFTA02117369,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02117369.pdf,10,62481,61869,-612,-0.98,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02117369&efta_number=EFTA02117369
EFTA02199067,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02199067.pdf,10,75234,75846,612,0.81,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02199067&efta_number=EFTA02199067
EFTA02233386,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02233386.pdf,11,64809,64197,-612,-0.94,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02233386&efta_number=EFTA02233386
EFTA02273366,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02273366.pdf,11,34224,33612,-612,-1.79,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02273366&efta_number=EFTA02273366
EFTA02350160,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02350160.pdf,11,42414,41802,-612,-1.44,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02350160&efta_number=EFTA02350160
EFTA02372257,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02372257.pdf,11,74080,73468,-612,-0.83,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02372257&efta_number=EFTA02372257
EFTA02433900,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02433900.pdf,11,29456,28844,-612,-2.08,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02433900&efta_number=EFTA02433900
EFTA02624412,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02624412.pdf,11,56670,56058,-612,-1.08,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02624412&efta_number=EFTA02624412
EFTA01869813,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01869813.pdf,10,71210,70599,-611,-0.86,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01869813&efta_number=EFTA01869813
EFTA02010895,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02010895.pdf,10,38334,37723,-611,-1.59,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02010895&efta_number=EFTA02010895
EFTA02045926,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02045926.pdf,10,16814,17425,611,3.63,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02045926&efta_number=EFTA02045926
EFTA02049261,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02049261.pdf,10,400792,400181,-611,-0.15,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02049261&efta_number=EFTA02049261
EFTA02140048,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02140048.pdf,10,34850,35461,611,1.75,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02140048&efta_number=EFTA02140048
EFTA02397035,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02397035.pdf,11,68212,67601,-611,-0.90,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02397035&efta_number=EFTA02397035
EFTA02419860,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02419860.pdf,11,364259,363648,-611,-0.17,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02419860&efta_number=EFTA02419860
EFTA02498750,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02498750.pdf,11,127837,127226,-611,-0.48,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02498750&efta_number=EFTA02498750
EFTA02623110,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02623110.pdf,11,53574,52963,-611,-1.14,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02623110&efta_number=EFTA02623110
EFTA00400420,https://www.justice.gov/epstein/files/DataSet%209/EFTA00400420.pdf,9,85803,85193,-610,-0.71,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00400420&efta_number=EFTA00400420
EFTA00907574,https://www.justice.gov/epstein/files/DataSet%209/EFTA00907574.pdf,9,80184,79574,-610,-0.76,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00907574&efta_number=EFTA00907574
EFTA00915498,https://www.justice.gov/epstein/files/DataSet%209/EFTA00915498.pdf,9,40598,39988,-610,-1.50,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00915498&efta_number=EFTA00915498
EFTA00917891,https://www.justice.gov/epstein/files/DataSet%209/EFTA00917891.pdf,9,38775,38165,-610,-1.57,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00917891&efta_number=EFTA00917891
EFTA00920790,https://www.justice.gov/epstein/files/DataSet%209/EFTA00920790.pdf,9,66719,66109,-610,-0.91,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00920790&efta_number=EFTA00920790
EFTA01044029,https://www.justice.gov/epstein/files/DataSet%209/EFTA01044029.pdf,9,33056,32446,-610,-1.85,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01044029&efta_number=EFTA01044029
EFTA01649143,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01649143.pdf,10,466203,465593,-610,-0.13,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01649143&efta_number=EFTA01649143
EFTA01812491,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01812491.pdf,10,63925,63315,-610,-0.95,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01812491&efta_number=EFTA01812491
EFTA01832602,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01832602.pdf,10,56383,55773,-610,-1.08,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01832602&efta_number=EFTA01832602
EFTA01852444,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01852444.pdf,10,57448,56838,-610,-1.06,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01852444&efta_number=EFTA01852444
EFTA01939062,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01939062.pdf,10,79584,78974,-610,-0.77,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01939062&efta_number=EFTA01939062
EFTA02152466,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02152466.pdf,10,31735,32345,610,1.92,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02152466&efta_number=EFTA02152466
EFTA02326270,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02326270.pdf,11,24372,23762,-610,-2.50,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02326270&efta_number=EFTA02326270
EFTA02669199,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02669199.pdf,11,57531,56921,-610,-1.06,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02669199&efta_number=EFTA02669199
EFTA00336965,https://www.justice.gov/epstein/files/DataSet%209/EFTA00336965.pdf,9,32998,32389,-609,-1.85,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00336965&efta_number=EFTA00336965
EFTA00433790,https://www.justice.gov/epstein/files/DataSet%209/EFTA00433790.pdf,9,30687,30078,-609,-1.98,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00433790&efta_number=EFTA00433790
EFTA00864045,https://www.justice.gov/epstein/files/DataSet%209/EFTA00864045.pdf,9,54315,53706,-609,-1.12,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00864045&efta_number=EFTA00864045
EFTA00894668,https://www.justice.gov/epstein/files/DataSet%209/EFTA00894668.pdf,9,35936,35327,-609,-1.69,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00894668&efta_number=EFTA00894668
EFTA00915337,https://www.justice.gov/epstein/files/DataSet%209/EFTA00915337.pdf,9,70084,69475,-609,-0.87,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00915337&efta_number=EFTA00915337
EFTA01054707,https://www.justice.gov/epstein/files/DataSet%209/EFTA01054707.pdf,9,34498,33889,-609,-1.77,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01054707&efta_number=EFTA01054707
EFTA01750177,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01750177.pdf,10,55689,55080,-609,-1.09,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01750177&efta_number=EFTA01750177
EFTA01955309,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01955309.pdf,10,121047,120438,-609,-0.50,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01955309&efta_number=EFTA01955309
EFTA01955601,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01955601.pdf,10,63431,62822,-609,-0.96,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01955601&efta_number=EFTA01955601
EFTA01983808,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01983808.pdf,10,69708,69099,-609,-0.87,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01983808&efta_number=EFTA01983808
EFTA02006952,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02006952.pdf,10,181091,180482,-609,-0.34,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02006952&efta_number=EFTA02006952
EFTA02141291,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02141291.pdf,10,38250,37641,-609,-1.59,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02141291&efta_number=EFTA02141291
EFTA02174828,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02174828.pdf,10,53919,54528,609,1.13,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02174828&efta_number=EFTA02174828
EFTA02299363,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02299363.pdf,11,47842,47233,-609,-1.27,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02299363&efta_number=EFTA02299363
EFTA00642807,https://www.justice.gov/epstein/files/DataSet%209/EFTA00642807.pdf,9,80156,80764,608,0.76,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00642807&efta_number=EFTA00642807
EFTA00891892,https://www.justice.gov/epstein/files/DataSet%209/EFTA00891892.pdf,9,34532,33924,-608,-1.76,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00891892&efta_number=EFTA00891892
EFTA00991645,https://www.justice.gov/epstein/files/DataSet%209/EFTA00991645.pdf,9,39407,38799,-608,-1.54,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00991645&efta_number=EFTA00991645
EFTA01857206,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01857206.pdf,10,105248,104640,-608,-0.58,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01857206&efta_number=EFTA01857206
EFTA02014668,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02014668.pdf,10,261098,260490,-608,-0.23,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02014668&efta_number=EFTA02014668
EFTA02030241,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02030241.pdf,10,13546,12938,-608,-4.49,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02030241&efta_number=EFTA02030241
EFTA02040563,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02040563.pdf,10,90362,90970,608,0.67,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02040563&efta_number=EFTA02040563
EFTA02376018,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02376018.pdf,11,62870,62262,-608,-0.97,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02376018&efta_number=EFTA02376018
EFTA00350951,https://www.justice.gov/epstein/files/DataSet%209/EFTA00350951.pdf,9,59532,58925,-607,-1.02,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00350951&efta_number=EFTA00350951
EFTA00472764,https://www.justice.gov/epstein/files/DataSet%209/EFTA00472764.pdf,9,72456,71849,-607,-0.84,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00472764&efta_number=EFTA00472764
EFTA00656800,https://www.justice.gov/epstein/files/DataSet%209/EFTA00656800.pdf,9,34690,34083,-607,-1.75,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00656800&efta_number=EFTA00656800
EFTA00771395,https://www.justice.gov/epstein/files/DataSet%209/EFTA00771395.pdf,9,105648,105041,-607,-0.57,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00771395&efta_number=EFTA00771395
EFTA00848975,https://www.justice.gov/epstein/files/DataSet%209/EFTA00848975.pdf,9,57390,56783,-607,-1.06,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00848975&efta_number=EFTA00848975
EFTA00872947,https://www.justice.gov/epstein/files/DataSet%209/EFTA00872947.pdf,9,38436,37829,-607,-1.58,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00872947&efta_number=EFTA00872947
EFTA01058453,https://www.justice.gov/epstein/files/DataSet%209/EFTA01058453.pdf,9,40224,39617,-607,-1.51,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01058453&efta_number=EFTA01058453
EFTA01786365,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01786365.pdf,10,93929,93322,-607,-0.65,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01786365&efta_number=EFTA01786365
EFTA01863662,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01863662.pdf,10,63031,63638,607,0.96,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01863662&efta_number=EFTA01863662
EFTA01954972,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01954972.pdf,10,54225,53618,-607,-1.12,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01954972&efta_number=EFTA01954972
EFTA01983959,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01983959.pdf,10,119133,118526,-607,-0.51,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01983959&efta_number=EFTA01983959
EFTA01990773,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01990773.pdf,10,296682,296075,-607,-0.20,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01990773&efta_number=EFTA01990773
EFTA02051739,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02051739.pdf,10,27725,27118,-607,-2.19,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02051739&efta_number=EFTA02051739
EFTA02460202,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02460202.pdf,11,66589,65982,-607,-0.91,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02460202&efta_number=EFTA02460202
EFTA02478624,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02478624.pdf,11,15414,14807,-607,-3.94,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02478624&efta_number=EFTA02478624
EFTA02499706,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02499706.pdf,11,22673,22066,-607,-2.68,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02499706&efta_number=EFTA02499706
EFTA02525278,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02525278.pdf,11,56346,55739,-607,-1.08,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02525278&efta_number=EFTA02525278
EFTA02550985,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02550985.pdf,11,88628,88021,-607,-0.68,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02550985&efta_number=EFTA02550985
EFTA02565389,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02565389.pdf,11,34717,34110,-607,-1.75,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02565389&efta_number=EFTA02565389
EFTA02589829,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02589829.pdf,11,56776,56169,-607,-1.07,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02589829&efta_number=EFTA02589829
EFTA00062509,https://www.justice.gov/epstein/files/DataSet%209/EFTA00062509.pdf,9,107148,106542,-606,-0.57,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00062509&efta_number=EFTA00062509
EFTA01612990,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612990.pdf,10,222314,222920,606,0.27,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01612990&efta_number=EFTA01612990
EFTA01852194,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01852194.pdf,10,150956,150350,-606,-0.40,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01852194&efta_number=EFTA01852194
EFTA01892132,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01892132.pdf,10,61124,60518,-606,-0.99,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01892132&efta_number=EFTA01892132
EFTA02089339,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02089339.pdf,10,21236,21842,606,2.85,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02089339&efta_number=EFTA02089339
EFTA02109140,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02109140.pdf,10,25181,25787,606,2.41,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02109140&efta_number=EFTA02109140
EFTA02258240,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02258240.pdf,11,94500,93894,-606,-0.64,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02258240&efta_number=EFTA02258240
EFTA02358442,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02358442.pdf,11,29040,28434,-606,-2.09,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02358442&efta_number=EFTA02358442
EFTA02443905,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02443905.pdf,11,191232,190626,-606,-0.32,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02443905&efta_number=EFTA02443905
EFTA02476801,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02476801.pdf,11,82225,81619,-606,-0.74,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02476801&efta_number=EFTA02476801
EFTA02550311,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02550311.pdf,11,77390,76784,-606,-0.78,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02550311&efta_number=EFTA02550311
EFTA00173849,https://www.justice.gov/epstein/files/DataSet%209/EFTA00173849.pdf,9,95920,95315,-605,-0.63,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00173849&efta_number=EFTA00173849
EFTA00713935,https://www.justice.gov/epstein/files/DataSet%209/EFTA00713935.pdf,9,124446,123841,-605,-0.49,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00713935&efta_number=EFTA00713935
EFTA00756708,https://www.justice.gov/epstein/files/DataSet%209/EFTA00756708.pdf,9,43758,43153,-605,-1.38,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00756708&efta_number=EFTA00756708
EFTA00949992,https://www.justice.gov/epstein/files/DataSet%209/EFTA00949992.pdf,9,79320,78715,-605,-0.76,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00949992&efta_number=EFTA00949992
EFTA01314643,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01314643.pdf,10,421749,421144,-605,-0.14,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01314643&efta_number=EFTA01314643
EFTA01839667,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01839667.pdf,10,47606,47001,-605,-1.27,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01839667&efta_number=EFTA01839667
EFTA01956934,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01956934.pdf,10,139403,138798,-605,-0.43,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01956934&efta_number=EFTA01956934
EFTA01996795,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01996795.pdf,10,72017,71412,-605,-0.84,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01996795&efta_number=EFTA01996795
EFTA02048804,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02048804.pdf,10,18649,19254,605,3.24,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02048804&efta_number=EFTA02048804
EFTA02345033,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02345033.pdf,11,47495,46890,-605,-1.27,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02345033&efta_number=EFTA02345033
EFTA02393998,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02393998.pdf,11,24695,24090,-605,-2.45,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02393998&efta_number=EFTA02393998
EFTA02530546,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02530546.pdf,11,491580,490975,-605,-0.12,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02530546&efta_number=EFTA02530546
EFTA00540358,https://www.justice.gov/epstein/files/DataSet%209/EFTA00540358.pdf,9,12103,11499,-604,-4.99,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00540358&efta_number=EFTA00540358
EFTA00660946,https://www.justice.gov/epstein/files/DataSet%209/EFTA00660946.pdf,9,21696,21092,-604,-2.78,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00660946&efta_number=EFTA00660946
EFTA00696681,https://www.justice.gov/epstein/files/DataSet%209/EFTA00696681.pdf,9,40541,39937,-604,-1.49,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00696681&efta_number=EFTA00696681
EFTA00758239,https://www.justice.gov/epstein/files/DataSet%209/EFTA00758239.pdf,9,46371,45767,-604,-1.30,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00758239&efta_number=EFTA00758239
EFTA01315749,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01315749.pdf,10,191432,190828,-604,-0.32,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01315749&efta_number=EFTA01315749
EFTA01815818,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01815818.pdf,10,24031,23427,-604,-2.51,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01815818&efta_number=EFTA01815818
EFTA01839777,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01839777.pdf,10,52701,52097,-604,-1.15,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01839777&efta_number=EFTA01839777
EFTA01914632,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01914632.pdf,10,76387,75783,-604,-0.79,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01914632&efta_number=EFTA01914632
EFTA01991956,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01991956.pdf,10,71597,70993,-604,-0.84,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01991956&efta_number=EFTA01991956
EFTA02003485,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02003485.pdf,10,18341,17737,-604,-3.29,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02003485&efta_number=EFTA02003485
EFTA02182735,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02182735.pdf,10,18544,17940,-604,-3.26,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02182735&efta_number=EFTA02182735
EFTA02612510,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02612510.pdf,11,36034,35430,-604,-1.68,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02612510&efta_number=EFTA02612510
EFTA02651914,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02651914.pdf,11,47305,46701,-604,-1.28,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02651914&efta_number=EFTA02651914
EFTA00340346,https://www.justice.gov/epstein/files/DataSet%209/EFTA00340346.pdf,9,21296,20693,-603,-2.83,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00340346&efta_number=EFTA00340346
EFTA00916147,https://www.justice.gov/epstein/files/DataSet%209/EFTA00916147.pdf,9,14655,14052,-603,-4.11,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00916147&efta_number=EFTA00916147
EFTA00926158,https://www.justice.gov/epstein/files/DataSet%209/EFTA00926158.pdf,9,110555,109952,-603,-0.55,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00926158&efta_number=EFTA00926158
EFTA00927336,https://www.justice.gov/epstein/files/DataSet%209/EFTA00927336.pdf,9,59589,58986,-603,-1.01,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00927336&efta_number=EFTA00927336
EFTA01054226,https://www.justice.gov/epstein/files/DataSet%209/EFTA01054226.pdf,9,35164,34561,-603,-1.71,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01054226&efta_number=EFTA01054226
EFTA02055804,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02055804.pdf,10,59820,60423,603,1.01,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02055804&efta_number=EFTA02055804
EFTA02214678,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02214678.pdf,11,79770,79167,-603,-0.76,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02214678&efta_number=EFTA02214678
EFTA02569202,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02569202.pdf,11,47336,46733,-603,-1.27,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02569202&efta_number=EFTA02569202
EFTA00712428,https://www.justice.gov/epstein/files/DataSet%209/EFTA00712428.pdf,9,47304,46702,-602,-1.27,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00712428&efta_number=EFTA00712428
EFTA00737533,https://www.justice.gov/epstein/files/DataSet%209/EFTA00737533.pdf,9,31707,31105,-602,-1.90,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00737533&efta_number=EFTA00737533
