efta,dataset,url,verify_status,verify_content_type,verify_content_length,verdict,original_cl,original_lm
EFTA00775879,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00775879.pdf,404,text/html,20,REMOVED,464,
EFTA01169430,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01169430.pdf,404,text/html,20,REMOVED,464,
EFTA01134004,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01134004.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01234608,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01234608.pdf,404,text/html,20,REMOVED,462,
EFTA01232753,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01232753.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00239977,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00239977.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00664370,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00664370.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00520165,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00520165.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01068928,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01068928.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00274959,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00274959.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01204977,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01204977.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01068802,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01068802.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01233029,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01233029.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00765258,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00765258.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00275719,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00275719.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01178281,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01178281.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01201032,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01201032.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00275466,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00275466.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01197669,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01197669.pdf,404,text/html,20,REMOVED,464,
EFTA01154045,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01154045.pdf,200,application/pdf,38723,LIVE,464,
EFTA01167294,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01167294.pdf,404,text/html,20,REMOVED,464,
EFTA00556227,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00556227.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01195530,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01195530.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01229922,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01229922.pdf,404,text/html,20,REMOVED,464,
EFTA01131912,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01131912.pdf,404,text/html,20,REMOVED,464,
EFTA01164629,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01164629.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01134132,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01134132.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01139210,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01139210.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01230728,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01230728.pdf,404,text/html,20,REMOVED,464,
EFTA00246652,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00246652.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01140428,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01140428.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01184994,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01184994.pdf,404,text/html,20,REMOVED,464,
EFTA01230649,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01230649.pdf,404,text/html,20,REMOVED,464,
EFTA01167089,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01167089.pdf,404,text/html,20,REMOVED,464,
EFTA01170420,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01170420.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01133542,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01133542.pdf,404,text/html,20,REMOVED,464,
EFTA00561771,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00561771.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01216324,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01216324.pdf,404,text/html,20,REMOVED,464,
EFTA00275312,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00275312.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01238390,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01238390.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01156887,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01156887.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01149194,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01149194.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01237028,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01237028.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01192743,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01192743.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01177002,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01177002.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01158855,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01158855.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01156962,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01156962.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00246356,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00246356.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01147907,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01147907.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01228883,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01228883.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01183604,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01183604.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01172485,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01172485.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00519402,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00519402.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01172664,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01172664.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01193856,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01193856.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA02143557,10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02143557.pdf,404,text/html,20,REMOVED,465,
EFTA01229043,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01229043.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01184508,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01184508.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00273854,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00273854.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00734116,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00734116.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01169249,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01169249.pdf,404,text/html,20,REMOVED,464,
EFTA01140159,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01140159.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01170132,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01170132.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00275251,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00275251.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00563236,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00563236.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01233655,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01233655.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01191034,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01191034.pdf,404,text/html,20,REMOVED,464,
EFTA01179235,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01179235.pdf,404,text/html,20,REMOVED,464,
EFTA01233895,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01233895.pdf,404,text/html,20,REMOVED,462,
EFTA02294720,11,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02294720.pdf,404,text/html,20,REMOVED,465,
EFTA00736401,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00736401.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01218832,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01218832.pdf,404,text/html,20,REMOVED,464,
EFTA01147034,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01147034.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01168058,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01168058.pdf,200,application/pdf,201215,LIVE,464,
EFTA00276054,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00276054.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01233850,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01233850.pdf,404,text/html,20,REMOVED,462,
EFTA00109958,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00109958.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01148714,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01148714.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01200789,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01200789.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01233227,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01233227.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00519474,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00519474.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01184383,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01184383.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01179266,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01179266.pdf,404,text/html,20,REMOVED,464,
EFTA00757583,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00757583.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01175851,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01175851.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01918753,10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01918753.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01178440,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01178440.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01230189,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01230189.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01182318,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01182318.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01229401,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01229401.pdf,404,text/html,20,REMOVED,464,
EFTA01175102,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01175102.pdf,404,text/html,20,REMOVED,464,
EFTA00764769,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00764769.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01147669,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01147669.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01231804,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01231804.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01215879,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01215879.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01137738,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01137738.pdf,404,text/html,20,REMOVED,464,
EFTA01176009,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01176009.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01229883,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01229883.pdf,404,text/html,20,REMOVED,464,
EFTA00053963,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00053963.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01176524,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01176524.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01173885,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01173885.pdf,404,text/html,20,REMOVED,464,
EFTA01154064,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01154064.pdf,404,text/html,20,REMOVED,464,
EFTA01233042,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01233042.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01180956,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01180956.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01237642,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01237642.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01234601,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01234601.pdf,404,text/html,20,REMOVED,462,
EFTA01234650,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01234650.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01155242,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01155242.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA02267055,11,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02267055.pdf,404,text/html,20,REMOVED,465,
EFTA01238717,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01238717.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01136330,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01136330.pdf,200,application/pdf,15383,LIVE,462,
EFTA00542245,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00542245.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01173464,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01173464.pdf,200,application/pdf,26592,LIVE,464,
EFTA02622365,11,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02622365.pdf,404,text/html,20,REMOVED,465,
EFTA01186528,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01186528.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00548328,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00548328.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01164173,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01164173.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01178625,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01178625.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01157985,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01157985.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01149071,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01149071.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01068705,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01068705.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00246558,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00246558.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00276294,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00276294.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01166439,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01166439.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01238973,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01238973.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00519848,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00519848.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01236388,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01236388.pdf,404,text/html,20,REMOVED,462,
EFTA01231015,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01231015.pdf,404,text/html,20,REMOVED,464,
EFTA01148102,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01148102.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01216930,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01216930.pdf,200,application/pdf,35551,LIVE,464,
EFTA01241497,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01241497.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01229040,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01229040.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01166075,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01166075.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01068734,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01068734.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00164447,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00164447.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00559232,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00559232.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01232420,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01232420.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01156346,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01156346.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01138848,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01138848.pdf,200,application/pdf,110003,LIVE,464,
EFTA01237585,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01237585.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00278779,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00278779.pdf,404,text/html,20,REMOVED,464,
EFTA01167250,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01167250.pdf,404,text/html,20,REMOVED,464,
EFTA00752959,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00752959.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01236525,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01236525.pdf,404,text/html,20,REMOVED,462,
EFTA00776278,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00776278.pdf,404,text/html,20,REMOVED,464,
EFTA01237597,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01237597.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01179866,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01179866.pdf,404,text/html,20,REMOVED,464,
EFTA01234704,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01234704.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01750052,10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01750052.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01232629,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01232629.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01235142,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01235142.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01133500,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01133500.pdf,200,application/pdf,18058,LIVE,464,
EFTA01238912,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01238912.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01235687,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01235687.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01168851,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01168851.pdf,404,text/html,20,REMOVED,464,
EFTA01166960,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01166960.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01172298,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01172298.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01240215,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01240215.pdf,404,text/html,20,REMOVED,464,
EFTA01165020,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01165020.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01171672,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01171672.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01234350,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01234350.pdf,404,text/html,20,REMOVED,462,
