efta,dataset,url,verify_status,verify_content_type,verify_content_length,verdict,original_cl,original_lm
EFTA01240740,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01240740.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00245222,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00245222.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00664264,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00664264.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01200623,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01200623.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01178162,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01178162.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01165047,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01165047.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00396763,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00396763.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01165311,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01165311.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00520625,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00520625.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00542523,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00542523.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01240397,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01240397.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00519374,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00519374.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00760276,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00760276.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00768264,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00768264.pdf,404,text/html,20,REMOVED,464,
EFTA01238992,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01238992.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01134604,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01134604.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01170057,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01170057.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01232157,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01232157.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01154474,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01154474.pdf,200,application/pdf,53328,LIVE,464,
EFTA01149497,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01149497.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01178832,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01178832.pdf,404,text/html,20,REMOVED,464,
EFTA01228953,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01228953.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01207715,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01207715.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01234118,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01234118.pdf,404,text/html,20,REMOVED,462,
EFTA01235873,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01235873.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00752596,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00752596.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01167055,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01167055.pdf,404,text/html,20,REMOVED,464,
EFTA01158009,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01158009.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00517013,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00517013.pdf,200,application/pdf,729104,LIVE,460,
EFTA01188016,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01188016.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00245985,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00245985.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01159430,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01159430.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01156529,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01156529.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00173049,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00173049.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00519608,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00519608.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00457349,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00457349.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01159118,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01159118.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00519137,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00519137.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00274354,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00274354.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01184413,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01184413.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00519590,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00519590.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA02539169,11,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02539169.pdf,404,text/html,20,REMOVED,465,
EFTA01164809,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01164809.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01172451,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01172451.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01240322,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01240322.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01155356,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01155356.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00776100,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00776100.pdf,200,application/pdf,16528,LIVE,464,
EFTA01238649,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01238649.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01165882,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01165882.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01238689,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01238689.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01230012,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01230012.pdf,404,text/html,20,REMOVED,464,
EFTA01147079,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01147079.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00549273,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00549273.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00549813,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00549813.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01233194,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01233194.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01195632,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01195632.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01232215,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01232215.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01230560,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01230560.pdf,404,text/html,20,REMOVED,464,
EFTA01237909,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01237909.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00279297,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279297.pdf,404,text/html,20,REMOVED,464,
EFTA00553069,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00553069.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00509917,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00509917.pdf,404,text/html,20,REMOVED,460,
EFTA01229430,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01229430.pdf,404,text/html,20,REMOVED,464,
EFTA01188741,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01188741.pdf,404,text/html,20,REMOVED,464,
EFTA00568936,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00568936.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01167156,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01167156.pdf,404,text/html,20,REMOVED,464,
EFTA01147637,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01147637.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01147053,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01147053.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01235496,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01235496.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00787325,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00787325.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01231992,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01231992.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01142967,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01142967.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01172464,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01172464.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01237333,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01237333.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01167330,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01167330.pdf,404,text/html,20,REMOVED,464,
EFTA00520183,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00520183.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01234778,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01234778.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00552513,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00552513.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00278827,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00278827.pdf,404,text/html,20,REMOVED,464,
EFTA00244574,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00244574.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00548312,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00548312.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01164548,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01164548.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01135195,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01135195.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01229927,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01229927.pdf,404,text/html,20,REMOVED,464,
EFTA01240351,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01240351.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01239790,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01239790.pdf,404,text/html,20,REMOVED,464,
EFTA01155248,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01155248.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01229223,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01229223.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00445141,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00445141.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01134536,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01134536.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01215856,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01215856.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00121421,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00121421.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01227828,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01227828.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01170076,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01170076.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01236334,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01236334.pdf,404,text/html,20,REMOVED,462,
EFTA01173667,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01173667.pdf,404,text/html,20,REMOVED,464,
EFTA01232140,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01232140.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01240486,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01240486.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01131987,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01131987.pdf,200,application/pdf,18953,LIVE,464,
EFTA01146989,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01146989.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01175242,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01175242.pdf,404,text/html,20,REMOVED,464,
EFTA01156139,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01156139.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00441585,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00441585.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00509962,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00509962.pdf,404,text/html,20,REMOVED,460,
EFTA01179225,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01179225.pdf,404,text/html,20,REMOVED,464,
EFTA00351384,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00351384.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00278769,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00278769.pdf,404,text/html,20,REMOVED,464,
EFTA01239189,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01239189.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01334123,10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01334123.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01132866,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01132866.pdf,404,text/html,20,REMOVED,464,
EFTA00324914,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00324914.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA02001320,10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02001320.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00525499,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00525499.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01144516,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01144516.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00519284,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00519284.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00519210,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00519210.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01164305,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01164305.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01229581,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01229581.pdf,404,text/html,20,REMOVED,464,
EFTA00751995,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00751995.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01166767,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01166767.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00275446,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00275446.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00541668,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00541668.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01231644,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01231644.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01179720,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01179720.pdf,404,text/html,20,REMOVED,464,
EFTA01169167,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01169167.pdf,404,text/html,20,REMOVED,464,
EFTA01150344,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01150344.pdf,404,text/html,20,REMOVED,464,
EFTA01179339,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01179339.pdf,404,text/html,20,REMOVED,464,
EFTA01164943,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01164943.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01170203,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01170203.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01228532,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01228532.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00775889,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00775889.pdf,404,text/html,20,REMOVED,464,
EFTA01175791,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01175791.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01236625,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01236625.pdf,404,text/html,20,REMOVED,462,
EFTA01179694,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01179694.pdf,404,text/html,20,REMOVED,464,
EFTA00519811,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00519811.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00239804,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00239804.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01236764,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01236764.pdf,404,text/html,20,REMOVED,462,
EFTA00553682,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00553682.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00519905,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00519905.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01155139,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01155139.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01841336,10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01841336.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00776130,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00776130.pdf,404,text/html,20,REMOVED,464,
EFTA01192452,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01192452.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00519319,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00519319.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01166283,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01166283.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01205186,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01205186.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01173628,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01173628.pdf,200,application/pdf,141542,LIVE,464,
EFTA01133012,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01133012.pdf,404,text/html,20,REMOVED,464,
EFTA01234129,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01234129.pdf,404,text/html,20,REMOVED,462,
EFTA01176259,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01176259.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00173569,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00173569.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01175701,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01175701.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00556701,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00556701.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00776488,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00776488.pdf,200,application/pdf,75178,LIVE,464,
EFTA01169940,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01169940.pdf,404,text/html,20,REMOVED,9431,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00734812,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00734812.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00559354,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00559354.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01132177,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01132177.pdf,200,application/pdf,244038,LIVE,464,
EFTA01171335,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01171335.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01173171,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01173171.pdf,404,text/html,20,REMOVED,464,
EFTA01154200,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01154200.pdf,200,application/pdf,30673,LIVE,464,
EFTA01190011,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01190011.pdf,404,text/html,20,REMOVED,464,
EFTA01149976,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01149976.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01169858,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01169858.pdf,200,application/pdf,20398,LIVE,464,
EFTA01794992,10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01794992.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01240730,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01240730.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01167577,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01167577.pdf,404,text/html,20,REMOVED,464,
EFTA00278855,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00278855.pdf,404,text/html,20,REMOVED,464,
EFTA00547725,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00547725.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01232214,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01232214.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01172196,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01172196.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00276015,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00276015.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA00143412,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00143412.pdf,404,text/html,20,REMOVED,20,"Tue, 02 Sep 2025 17:24:21 GMT"
EFTA01185300,9,https://www.justice.gov/epstein/files/DataSet%209/EFTA01185300.pdf,200,application/pdf,78088,LIVE,464,
