document_id,dataset,pages,verification_url,url_type,notes
DOJ-OGR-00000766,99,5,https://archive.org/download/doj_epstein_files_first_production/Prod%2001_20250822/VOL00001/IMAGES/IMAGES001/DOJ-OGR-00000766.jpg,archive_org_page_image,DOJ First Production page image
DOJ-OGR-00000771,99,4,https://archive.org/download/doj_epstein_files_first_production/Prod%2001_20250822/VOL00001/IMAGES/IMAGES001/DOJ-OGR-00000771.jpg,archive_org_page_image,DOJ First Production page image
DOJ-OGR-00000775,99,63,https://archive.org/download/doj_epstein_files_first_production/Prod%2001_20250822/VOL00001/IMAGES/IMAGES001/DOJ-OGR-00000775.jpg,archive_org_page_image,DOJ First Production page image
DOJ-OGR-00000838,99,304,https://archive.org/download/doj_epstein_files_first_production/Prod%2001_20250822/VOL00001/IMAGES/IMAGES001/DOJ-OGR-00000838.jpg,archive_org_page_image,DOJ First Production page image
DOJ-OGR-00001142,99,176,https://archive.org/download/doj_epstein_files_first_production/Prod%2001_20250822/VOL00001/IMAGES/IMAGES001/DOJ-OGR-00001142.jpg,archive_org_page_image,DOJ First Production page image
DOJ-OGR-00001318,99,149,https://archive.org/download/doj_epstein_files_first_production/Prod%2001_20250822/VOL00001/IMAGES/IMAGES001/DOJ-OGR-00001318.jpg,archive_org_page_image,DOJ First Production page image
DOJ-OGR-00001467,99,18,https://archive.org/download/doj_epstein_files_first_production/Prod%2001_20250822/VOL00001/IMAGES/IMAGES001/DOJ-OGR-00001467.jpg,archive_org_page_image,DOJ First Production page image
DOJ-OGR-00001485,99,2,https://archive.org/download/doj_epstein_files_first_production/Prod%2001_20250822/VOL00001/IMAGES/IMAGES001/DOJ-OGR-00001485.jpg,archive_org_page_image,DOJ First Production page image
DOJ-OGR-00001487,99,10,https://archive.org/download/doj_epstein_files_first_production/Prod%2001_20250822/VOL00001/IMAGES/IMAGES001/DOJ-OGR-00001487.jpg,archive_org_page_image,DOJ First Production page image
DOJ-OGR-00001497,99,2,https://archive.org/download/doj_epstein_files_first_production/Prod%2001_20250822/VOL00001/IMAGES/IMAGES001/DOJ-OGR-00001497.jpg,archive_org_page_image,DOJ First Production page image
DOJ-OGR-00001499,99,33,https://archive.org/download/doj_epstein_files_first_production/Prod%2001_20250822/VOL00001/IMAGES/IMAGES001/DOJ-OGR-00001499.jpg,archive_org_page_image,DOJ First Production page image
DOJ-OGR-00001532,99,4,https://archive.org/download/doj_epstein_files_first_production/Prod%2001_20250822/VOL00001/IMAGES/IMAGES001/DOJ-OGR-00001532.jpg,archive_org_page_image,DOJ First Production page image
DOJ-OGR-00001536,99,2,https://archive.org/download/doj_epstein_files_first_production/Prod%2001_20250822/VOL00001/IMAGES/IMAGES001/DOJ-OGR-00001536.jpg,archive_org_page_image,DOJ First Production page image
